Pontos;Nome;Data;Semente;Destino;Enterrada;Distancia;D2;D3;D4;Mudanca
AFV17a;Casas;18.05.2017;C4;N;N;0;0;0;0;N
AFV17a;Casas;25.05.2017;C4;N;N;0;0;0;0;N
AFV17a;Casas;29.06.2017;C4;D;S;17.2;0;0;0;S
AFV17a;Casas;01.06.2017;C5;N;N;0;0;0;0;N
AFV17a;Casas;05.05.2017;C5;N;N;0;0;0;0;N
AFV17a;Casas;07.05.2017;C5;N;N;0;0;0;0;N
AFV17a;Casas;11.05.2017;C5;N;N;0;0;0;0;N
AFV17a;Casas;13.07.2017;C5;S;N;0.6;0;0;0;N
AFV17a;Casas;15.06.2017;C5;N;N;0;0;0;0;N
AFV17a;Casas;15.08.2017;C5;S;N;0.6;0;0;0;N
AFV17a;Casas;18.05.2017;C5;N;N;0;0;0;0;N
AFV17a;Casas;25.05.2017;C5;N;N;0;0;0;0;N
AFV17a;Casas;29.06.2017;C5;S;N;0.6;0;0;0;S
AFV17a;Casas;01.06.2017;C6;N;N;0;0;0;0;N
AFV17a;Casas;05.05.2017;C6;N;N;0;0;0;0;N
AFV17a;Casas;07.05.2017;C6;N;N;0;0;0;0;N
AFV17a;Casas;11.05.2017;C6;N;N;0;0;0;0;N
AFV17a;Casas;13.07.2017;C6;D;S;18.1;0;0;0;N
AFV17a;Casas;15.06.2017;C6;N;N;0;0;0;0;N
AFV17a;Casas;15.08.2017;C6;D;S;18.1;0;0;0;N
AFV17a;Casas;18.05.2017;C6;N;N;0;0;0;0;N
AFV17a;Casas;25.05.2017;C6;N;N;0;0;0;0;N
AFV17a;Casas;29.06.2017;C6;D;S;18.1;0;0;0;S
AFV17a;Casas;01.06.2017;C7;N;N;0;0;0;0;N
AFV17a;Casas;05.05.2017;C7;N;N;0;0;0;0;N
AFV17a;Casas;07.05.2017;C7;N;N;0;0;0;0;N
AFV17a;Casas;11.05.2017;C7;N;N;0;0;0;0;N
AFV17a;Casas;13.07.2017;C7;S;N;29.7;0;0;0;N
AFV17a;Casas;15.06.2017;C7;N;N;0;0;0;0;N
AFV17a;Casas;15.08.2017;C7;S;N;29.7;0;0;0;N
AFV17a;Casas;18.05.2017;C7;N;N;0;0;0;0;N
AFV17a;Casas;25.05.2017;C7;N;N;0;0;0;0;N
AFV17a;Casas;29.06.2017;C7;S;N;29.7;0;0;0;S
AFV17a;Casas;01.06.2017;C8;N;N;0;0;0;0;N
AFV17a;Casas;05.05.2017;C8;N;N;0;0;0;0;N
AFV17a;Casas;07.05.2017;C8;N;N;0;0;0;0;N
AFV17a;Casas;11.05.2017;C8;N;N;0;0;0;0;N
AFV17a;Casas;13.07.2017;C8;S;N;0.6;0;0;0;N
AFV17a;Casas;15.06.2017;C8;N;N;0;0;0;0;N
AFV17a;Casas;15.08.2017;C8;S;N;0.6;0;0;0;N
AFV17a;Casas;18.05.2017;C8;N;N;0;0;0;0;N
AFV17a;Casas;25.05.2017;C8;N;N;0;0;0;0;N
AFV17a;Casas;29.06.2017;C8;S;N;0.6;0;0;0;S
AFV17a;Casas;01.06.2017;C9;N;N;0;0;0;0;N
AFV17a;Casas;05.05.2017;C9;N;N;0;0;0;0;N
AFV17a;Casas;07.05.2017;C9;N;N;0;0;0;0;N
AFV17a;Casas;11.05.2017;C9;N;N;0;0;0;0;N
AFV17a;Casas;13.07.2017;C9;S;N;0.2;0;0;0;N
AFV17a;Casas;15.06.2017;C9;N;N;0;0;0;0;N
AFV17a;Casas;15.08.2017;C9;S;N;0.2;0;0;0;N
AFV17a;Casas;18.05.2017;C9;N;N;0;0;0;0;N
AFV17a;Casas;25.05.2017;C9;N;N;0;0;0;0;N
AFV17a;Casas;29.06.2017;C9;S;N;0.2;0;0;0;S
AFV18;Escadaria Abaixo;01.06.2017;C1;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;05.05.2017;C1;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;07.05.2017;C1;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;11.05.2017;C1;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;13.07.2017;C1;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;15.06.2017;C1;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;15.08.2017;C1;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;18.05.2017;C1;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;25.05.2017;C1;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;29.06.2017;C1;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;01.06.2017;C10;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;05.05.2017;C10;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;07.05.2017;C10;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;11.05.2017;C10;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;13.07.2017;C10;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;15.06.2017;C10;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;15.08.2017;C10;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;18.05.2017;C10;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;25.05.2017;C10;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;29.06.2017;C10;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;01.06.2017;C2;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;05.05.2017;C2;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;07.05.2017;C2;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;11.05.2017;C2;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;13.07.2017;C2;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;15.06.2017;C2;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;15.08.2017;C2;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;18.05.2017;C2;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;25.05.2017;C2;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;29.06.2017;C2;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;01.06.2017;C3;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;05.05.2017;C3;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;07.05.2017;C3;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;11.05.2017;C3;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;13.07.2017;C3;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;15.06.2017;C3;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;15.08.2017;C3;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;18.05.2017;C3;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;25.05.2017;C3;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;29.06.2017;C3;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;01.06.2017;C4;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;05.05.2017;C4;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;07.05.2017;C4;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;11.05.2017;C4;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;13.07.2017;C4;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;15.06.2017;C4;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;15.08.2017;C4;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;18.05.2017;C4;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;25.05.2017;C4;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;29.06.2017;C4;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;01.06.2017;C5;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;05.05.2017;C5;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;07.05.2017;C5;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;11.05.2017;C5;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;13.07.2017;C5;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;15.06.2017;C5;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;15.08.2017;C5;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;18.05.2017;C5;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;25.05.2017;C5;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;29.06.2017;C5;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;01.06.2017;C6;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;05.05.2017;C6;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;07.05.2017;C6;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;11.05.2017;C6;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;13.07.2017;C6;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;15.06.2017;C6;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;15.08.2017;C6;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;18.05.2017;C6;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;25.05.2017;C6;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;29.06.2017;C6;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;01.06.2017;C7;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;05.05.2017;C7;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;07.05.2017;C7;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;11.05.2017;C7;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;13.07.2017;C7;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;15.06.2017;C7;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;15.08.2017;C7;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;18.05.2017;C7;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;25.05.2017;C7;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;29.06.2017;C7;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;01.06.2017;C8;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;05.05.2017;C8;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;07.05.2017;C8;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;11.05.2017;C8;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;13.07.2017;C8;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;15.06.2017;C8;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;15.08.2017;C8;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;18.05.2017;C8;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;25.05.2017;C8;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;29.06.2017;C8;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;01.06.2017;C9;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;05.05.2017;C9;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;07.05.2017;C9;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;11.05.2017;C9;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;13.07.2017;C9;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;15.06.2017;C9;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;15.08.2017;C9;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;18.05.2017;C9;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;25.05.2017;C9;N;N;0;0;0;0;N
AFV18;Escadaria Abaixo;29.06.2017;C9;N;N;0;0;0;0;N
AFV19;Cascatinha;01.06.2017;C1;N;N;0;0;0;0;N
AFV19;Cascatinha;05.05.2017;C1;N;N;0;0;0;0;N
AFV19;Cascatinha;07.05.2017;C1;N;N;0;0;0;0;N
AFV19;Cascatinha;11.05.2017;C1;N;N;0;0;0;0;N
AFV19;Cascatinha;13.07.2017;C1;N;N;0;0;0;0;N
AFV19;Cascatinha;15.06.2017;C1;N;N;0;0;0;0;N
AFV19;Cascatinha;15.08.2017;C1;N;N;0;0;0;0;N
AFV19;Cascatinha;18.05.2017;C1;N;N;0;0;0;0;N
AFV19;Cascatinha;25.05.2017;C1;N;N;0;0;0;0;N
AFV19;Cascatinha;29.06.2017;C1;N;N;0;0;0;0;N
AFV19;Cascatinha;01.06.2017;C10;N;N;0;0;0;0;N
AFV19;Cascatinha;05.05.2017;C10;N;N;0;0;0;0;N
AFV19;Cascatinha;07.05.2017;C10;N;N;0;0;0;0;N
AFV19;Cascatinha;11.05.2017;C10;N;N;0;0;0;0;N
AFV19;Cascatinha;13.07.2017;C10;N;N;0;0;0;0;N
AFV19;Cascatinha;15.06.2017;C10;N;N;0;0;0;0;N
AFV19;Cascatinha;15.08.2017;C10;N;N;0;0;0;0;N
AFV19;Cascatinha;18.05.2017;C10;N;N;0;0;0;0;N
AFV19;Cascatinha;25.05.2017;C10;N;N;0;0;0;0;N
AFV19;Cascatinha;29.06.2017;C10;N;N;0;0;0;0;N
AFV19;Cascatinha;01.06.2017;C2;N;N;0;0;0;0;N
AFV19;Cascatinha;05.05.2017;C2;N;N;0;0;0;0;N
AFV19;Cascatinha;07.05.2017;C2;N;N;0;0;0;0;N
AFV19;Cascatinha;11.05.2017;C2;N;N;0;0;0;0;N
AFV19;Cascatinha;13.07.2017;C2;N;N;0;0;0;0;N
AFV19;Cascatinha;15.06.2017;C2;N;N;0;0;0;0;N
AFV19;Cascatinha;15.08.2017;C2;N;N;0;0;0;0;N
AFV19;Cascatinha;18.05.2017;C2;N;N;0;0;0;0;N
AFV19;Cascatinha;25.05.2017;C2;N;N;0;0;0;0;N
AFV19;Cascatinha;29.06.2017;C2;N;N;0;0;0;0;N
AFV19;Cascatinha;01.06.2017;C3;N;N;0;0;0;0;N
AFV19;Cascatinha;05.05.2017;C3;N;N;0;0;0;0;N
AFV19;Cascatinha;07.05.2017;C3;N;N;0;0;0;0;S
AFV19;Cascatinha;11.05.2017;C3;N;N;0;0;0;0;N
AFV19;Cascatinha;13.07.2017;C3;N;N;0;0;0;0;N
AFV19;Cascatinha;15.06.2017;C3;N;N;0;0;0;0;N
AFV19;Cascatinha;15.08.2017;C3;N;N;0;0;0;0;N
AFV19;Cascatinha;18.05.2017;C3;N;N;0;0;0;0;N
AFV19;Cascatinha;25.05.2017;C3;N;N;0;0;0;0;N
AFV19;Cascatinha;29.06.2017;C3;N;N;0;0;0;0;N
AFV19;Cascatinha;01.06.2017;C4;N;N;0;0;0;0;N
AFV19;Cascatinha;05.05.2017;C4;N;N;0;0;0;0;N
AFV19;Cascatinha;07.05.2017;C4;N;N;0;0;0;0;N
AFV19;Cascatinha;11.05.2017;C4;N;N;0;0;0;0;N
AFV19;Cascatinha;13.07.2017;C4;N;N;0;0;0;0;N
AFV19;Cascatinha;15.06.2017;C4;N;N;0;0;0;0;N
AFV19;Cascatinha;15.08.2017;C4;N;N;0;0;0;0;N
AFV19;Cascatinha;18.05.2017;C4;N;N;0;0;0;0;N
AFV19;Cascatinha;25.05.2017;C4;N;N;0;0;0;0;N
AFV19;Cascatinha;29.06.2017;C4;N;N;0;0;0;0;N
AFV19;Cascatinha;01.06.2017;C5;N;N;0;0;0;0;N
AFV19;Cascatinha;05.05.2017;C5;N;N;0;0;0;0;N
AFV19;Cascatinha;07.05.2017;C5;N;N;0;0;0;0;N
AFV19;Cascatinha;11.05.2017;C5;N;N;0;0;0;0;N
AFV19;Cascatinha;13.07.2017;C5;N;N;0;0;0;0;N
AFV19;Cascatinha;15.06.2017;C5;N;N;0;0;0;0;N
AFV19;Cascatinha;15.08.2017;C5;N;N;0;0;0;0;N
AFV19;Cascatinha;18.05.2017;C5;N;N;0;0;0;0;N
AFV19;Cascatinha;25.05.2017;C5;N;N;0;0;0;0;N
AFV19;Cascatinha;29.06.2017;C5;N;N;0;0;0;0;N
AFV19;Cascatinha;01.06.2017;C6;N;N;0;0;0;0;N
AFV19;Cascatinha;05.05.2017;C6;N;N;0;0;0;0;N
AFV19;Cascatinha;07.05.2017;C6;N;N;0;0;0;0;N
AFV19;Cascatinha;11.05.2017;C6;N;N;0;0;0;0;N
AFV19;Cascatinha;13.07.2017;C6;N;N;0;0;0;0;N
AFV19;Cascatinha;15.06.2017;C6;N;N;0;0;0;0;N
AFV19;Cascatinha;15.08.2017;C6;N;N;0;0;0;0;N
AFV19;Cascatinha;18.05.2017;C6;N;N;0;0;0;0;N
AFV19;Cascatinha;25.05.2017;C6;N;N;0;0;0;0;N
AFV19;Cascatinha;29.06.2017;C6;N;N;0;0;0;0;N
AFV19;Cascatinha;01.06.2017;C7;N;N;0;0;0;0;N
AFV19;Cascatinha;05.05.2017;C7;N;N;0;0;0;0;N
AFV19;Cascatinha;07.05.2017;C7;N;N;0;0;0;0;N
AFV19;Cascatinha;11.05.2017;C7;N;N;0;0;0;0;N
AFV19;Cascatinha;13.07.2017;C7;N;N;0;0;0;0;N
AFV19;Cascatinha;15.06.2017;C7;N;N;0;0;0;0;N
AFV19;Cascatinha;15.08.2017;C7;N;N;0;0;0;0;N
AFV19;Cascatinha;18.05.2017;C7;N;N;0;0;0;0;N
AFV19;Cascatinha;25.05.2017;C7;N;N;0;0;0;0;N
AFV19;Cascatinha;29.06.2017;C7;N;N;0;0;0;0;N
AFV19;Cascatinha;01.06.2017;C8;N;N;0;0;0;0;N
AFV19;Cascatinha;05.05.2017;C8;N;N;0;0;0;0;N
AFV19;Cascatinha;07.05.2017;C8;N;N;0;0;0;0;N
AFV19;Cascatinha;11.05.2017;C8;N;N;0;0;0;0;N
AFV19;Cascatinha;13.07.2017;C8;N;N;0;0;0;0;N
AFV19;Cascatinha;15.06.2017;C8;N;N;0;0;0;0;N
AFV19;Cascatinha;15.08.2017;C8;N;N;0;0;0;0;N
AFV19;Cascatinha;18.05.2017;C8;N;N;0;0;0;0;N
AFV19;Cascatinha;25.05.2017;C8;N;N;0;0;0;0;N
AFV19;Cascatinha;29.06.2017;C8;N;N;0;0;0;0;N
AFV19;Cascatinha;01.06.2017;C9;N;N;0;0;0;0;N
AFV19;Cascatinha;05.05.2017;C9;N;N;0;0;0;0;N
AFV19;Cascatinha;07.05.2017;C9;N;N;0;0;0;0;N
AFV19;Cascatinha;11.05.2017;C9;N;N;0;0;0;0;N
AFV19;Cascatinha;13.07.2017;C9;N;N;0;0;0;0;N
AFV19;Cascatinha;15.06.2017;C9;N;N;0;0;0;0;N
AFV19;Cascatinha;15.08.2017;C9;N;N;0;0;0;0;N
AFV19;Cascatinha;18.05.2017;C9;N;N;0;0;0;0;N
AFV19;Cascatinha;25.05.2017;C9;N;N;0;0;0;0;N
AFV19;Cascatinha;29.06.2017;C9;N;N;0;0;0;0;N
AFV20;Grutas;01.06.2017;C1;P;N;0;0;0;0;N
AFV20;Grutas;05.05.2017;C1;N;N;0;0;0;0;N
AFV20;Grutas;07.05.2017;C1;N;N;0;0;0;0;N
AFV20;Grutas;11.05.2017;C1;N;N;0;0;0;0;N
AFV20;Grutas;13.07.2017;C1;P;N;0;0;0;0;N
AFV20;Grutas;15.06.2017;C1;P;N;0;0;0;0;N
AFV20;Grutas;15.08.2017;C1;P;N;0;0;0;0;N
AFV20;Grutas;18.05.2017;C1;N;N;0;0;0;0;N
AFV20;Grutas;25.05.2017;C1;P;N;0;0;0;0;N
AFV20;Grutas;29.06.2017;C1;P;N;0;0;0;0;N
AFV20;Grutas;01.06.2017;C10;P;N;0;0;0;0;N
AFV20;Grutas;05.05.2017;C10;N;N;0;0;0;0;N
AFV20;Grutas;07.05.2017;C10;N;N;0;0;0;0;N
AFV20;Grutas;11.05.2017;C10;N;N;0;0;0;0;N
AFV20;Grutas;13.07.2017;C10;P;N;0;0;0;0;N
AFV20;Grutas;15.06.2017;C10;P;N;0;0;0;0;N
AFV20;Grutas;15.08.2017;C10;P;N;0;0;0;0;N
AFV20;Grutas;18.05.2017;C10;N;N;0;0;0;0;N
AFV20;Grutas;25.05.2017;C10;P;N;0;0;0;0;N
AFV20;Grutas;29.06.2017;C10;P;N;0;0;0;0;N
AFV20;Grutas;01.06.2017;C2;N;N;0;0;0;0;N
AFV20;Grutas;05.05.2017;C2;N;N;0;0;0;0;N
AFV20;Grutas;07.05.2017;C2;N;N;0;0;0;0;N
AFV20;Grutas;11.05.2017;C2;N;N;0;0;0;0;N
AFV20;Grutas;13.07.2017;C2;P;N;11.2;0;0;0;N
AFV20;Grutas;15.06.2017;C2;N;N;0;0;0;0;N
AFV20;Grutas;15.08.2017;C2;P;N;11.2;0;0;0;N
AFV20;Grutas;18.05.2017;C2;N;N;0;0;0;0;N
AFV20;Grutas;25.05.2017;C2;N;N;0;0;0;0;N
AFV20;Grutas;29.06.2017;C2;P;N;11.2;0;0;0;S
AFV20;Grutas;01.06.2017;C3;P;N;0;0;0;0;N
AFV20;Grutas;05.05.2017;C3;N;N;0;0;0;0;N
AFV20;Grutas;07.05.2017;C3;N;N;0;0;0;0;N
AFV20;Grutas;11.05.2017;C3;N;N;0;0;0;0;N
AFV20;Grutas;13.07.2017;C3;P;N;0;0;0;0;N
AFV20;Grutas;15.06.2017;C3;P;N;0;0;0;0;N
AFV20;Grutas;15.08.2017;C3;P;N;0;0;0;0;N
AFV20;Grutas;18.05.2017;C3;N;N;0;0;0;0;N
AFV20;Grutas;25.05.2017;C3;N;N;0;0;0;0;N
AFV20;Grutas;29.06.2017;C3;P;N;0;0;0;0;N
AFV20;Grutas;01.06.2017;C4;P;N;0;0;0;0;S
AFV20;Grutas;05.05.2017;C4;N;N;0;0;0;0;N
AFV20;Grutas;07.05.2017;C4;N;N;0;0;0;0;N
AFV20;Grutas;11.05.2017;C4;N;N;0;0;0;0;N
AFV20;Grutas;13.07.2017;C4;P;N;0;0;0;0;N
AFV20;Grutas;15.06.2017;C4;P;N;0;0;0;0;N
AFV20;Grutas;15.08.2017;C4;P;N;0;0;0;0;N
AFV20;Grutas;18.05.2017;C4;D;N;13.5;0;0;0;S
AFV20;Grutas;25.05.2017;C4;D;N;13.5;0;0;0;N
AFV20;Grutas;29.06.2017;C4;P;N;0;0;0;0;N
AFV20;Grutas;01.06.2017;C5;N;N;0;0;0;0;N
AFV20;Grutas;05.05.2017;C5;N;N;0;0;0;0;N
AFV20;Grutas;07.05.2017;C5;N;N;0;0;0;0;N
AFV20;Grutas;11.05.2017;C5;N;N;0;0;0;0;N
AFV20;Grutas;13.07.2017;C5;N;N;0;0;0;0;N
AFV20;Grutas;15.06.2017;C5;N;N;0;0;0;0;N
AFV20;Grutas;15.08.2017;C5;N;N;0;0;0;0;N
AFV20;Grutas;18.05.2017;C5;N;N;0;0;0;0;N
AFV20;Grutas;25.05.2017;C5;N;N;0;0;0;0;N
AFV20;Grutas;29.06.2017;C5;N;N;0;0;0;0;N
AFV20;Grutas;01.06.2017;C6;S;N;32.8;0;0;0;N
AFV20;Grutas;05.05.2017;C6;D;N;19.1;0;0;0;N
AFV20;Grutas;07.05.2017;C6;D;N;19.1;0;0;0;N
AFV20;Grutas;11.05.2017;C6;D;N;19.1;0;0;0;S
AFV20;Grutas;13.07.2017;C6;S;N;32.8;0;0;0;N
AFV20;Grutas;15.06.2017;C6;S;N;32.8;0;0;0;N
AFV20;Grutas;15.08.2017;C6;S;N;32.8;0;0;0;N
AFV20;Grutas;18.05.2017;C6;S;N;32.8;0;0;0;S
AFV20;Grutas;25.05.2017;C6;S;N;32.8;0;0;0;N
AFV20;Grutas;29.06.2017;C6;S;N;32.8;0;0;0;N
AFV20;Grutas;01.06.2017;C7;P;N;0;0;0;0;S
AFV20;Grutas;05.05.2017;C7;N;N;0;0;0;0;N
AFV20;Grutas;07.05.2017;C7;N;N;0;0;0;0;N
AFV20;Grutas;11.05.2017;C7;N;N;0;0;0;0;N
AFV20;Grutas;13.07.2017;C7;P;N;0;0;0;0;N
AFV20;Grutas;15.06.2017;C7;P;N;0;0;0;0;N
AFV20;Grutas;15.08.2017;C7;P;N;0;0;0;0;N
AFV20;Grutas;18.05.2017;C7;D;N;25.8;0;0;0;S
AFV20;Grutas;25.05.2017;C7;D;N;25.8;0;0;0;N
AFV20;Grutas;29.06.2017;C7;P;N;0;0;0;0;N
AFV20;Grutas;01.06.2017;C8;P;N;0;0;0;0;S
AFV20;Grutas;05.05.2017;C8;N;N;0;0;0;0;N
AFV20;Grutas;07.05.2017;C8;N;N;0;0;0;0;N
AFV20;Grutas;11.05.2017;C8;N;N;0;0;0;0;N
AFV20;Grutas;13.07.2017;C8;P;N;0;0;0;0;N
AFV20;Grutas;15.06.2017;C8;P;N;0;0;0;0;N
AFV20;Grutas;15.08.2017;C8;P;N;0;0;0;0;N
AFV20;Grutas;18.05.2017;C8;D;N;21.3;0;0;0;S
AFV20;Grutas;25.05.2017;C8;D;N;21.3;0;0;0;N
AFV20;Grutas;29.06.2017;C8;P;N;0;0;0;0;N
AFV20;Grutas;01.06.2017;C9;P;N;0;0;0;0;S
AFV20;Grutas;05.05.2017;C9;N;N;0;0;0;0;N
AFV20;Grutas;07.05.2017;C9;N;N;0;0;0;0;N
AFV20;Grutas;11.05.2017;C9;N;N;0;0;0;0;N
AFV20;Grutas;13.07.2017;C9;P;N;0;0;0;0;N
AFV20;Grutas;15.06.2017;C9;P;N;0;0;0;0;N
AFV20;Grutas;15.08.2017;C9;P;N;0;0;0;0;N
AFV20;Grutas;18.05.2017;C9;D;N;18;0;0;0;S
AFV20;Grutas;25.05.2017;C9;D;N;18;0;0;0;N
AFV20;Grutas;29.06.2017;C9;P;N;0;0;0;0;N
